video_name,sentence,path
actioncliptest00120,a label of Run,./data/hollywood2/test_clips/actioncliptest00120.avi
actioncliptest00067,a label of SitDown,./data/hollywood2/test_clips/actioncliptest00067.avi
actioncliptrain00050,a label of AnswerPhone,./data/hollywood2/test_clips/actioncliptrain00050.avi
actioncliptrain00060,a label of DriveCar,./data/hollywood2/test_clips/actioncliptrain00060.avi
actioncliptrain00290,a label of AnswerPhone,./data/hollywood2/test_clips/actioncliptrain00290.avi
actioncliptest00138,a label of StandUp,./data/hollywood2/test_clips/actioncliptest00138.avi
actionclipautoautotrain00396,a label of HandShake,./data/hollywood2/test_clips/actionclipautoautotrain00396.avi
actioncliptrain00092,a label of DriveCar,./data/hollywood2/test_clips/actioncliptrain00092.avi
actioncliptest00009,a label of actions,./data/hollywood2/test_clips/actioncliptest00009.avi
actioncliptrain00007,a label of DriveCar,./data/hollywood2/test_clips/actioncliptrain00007.avi
actioncliptrain00008,a label of GetOutCar,./data/hollywood2/test_clips/actioncliptrain00008.avi
actioncliptest00060,a label of SitDown,./data/hollywood2/test_clips/actioncliptest00060.avi
actionclipautoautotrain00060,a label of StandUp,./data/hollywood2/test_clips/actionclipautoautotrain00060.avi
actioncliptest00109,a label of HugPerson,./data/hollywood2/test_clips/actioncliptest00109.avi
actionclipautoautotrain00018,a label of actions,./data/hollywood2/test_clips/actionclipautoautotrain00018.avi
actionclipautoautotrain00164,a label of AnswerPhone,./data/hollywood2/test_clips/actionclipautoautotrain00164.avi
actioncliptrain00123,a label of Run,./data/hollywood2/test_clips/actioncliptrain00123.avi
actioncliptrain00189,a label of GetOutCar,./data/hollywood2/test_clips/actioncliptrain00189.avi
actioncliptrain00057,a label of HugPerson,./data/hollywood2/test_clips/actioncliptrain00057.avi
actioncliptrain00051,a label of SitDown,./data/hollywood2/test_clips/actioncliptrain00051.avi
actionclipautoautotrain00120,a label of Run,./data/hollywood2/test_clips/actionclipautoautotrain00120.avi
actioncliptest00198,a label of SitUp,./data/hollywood2/test_clips/actioncliptest00198.avi
actioncliptrain00022,a label of StandUp,./data/hollywood2/test_clips/actioncliptrain00022.avi
actioncliptest00115,a label of Kiss,./data/hollywood2/test_clips/actioncliptest00115.avi
